Year,Month,Region,Total,Tourist,Business,Others,Short_Excursion
2007,Oct.,Poland,0,0,0,0,0
2007,Oct.,Austria,1450,787,591,72,0
2007,Oct.,Sweden,3860,2024,1626,210,0
2007,Oct.,China,91186,38697,23808,28681,0
2007,Oct.,Stateless,60,48,3,9,0
2007,Oct.,Indonesia,12025,9256,1394,1375,0
2007,Oct.,Europe Total,96949,55075,34915,6959,0
2007,Oct.,Europe Unclassified,6491,3351,1864,1276,0
2007,Oct.,Africa Total,2344,615,919,810,0
2007,Oct.,U.S.A.,79332,48621,26454,4257,0
2007,Oct.,Netherland,4123,2309,1678,136,0
2007,Oct.,Spain,3902,2905,785,212,0
2007,Oct.,North America Unclassified,827,383,290,154,0
2007,Oct.,Ireland,1313,744,445,124,0
2007,Oct.,Norway,1051,513,487,51,0
2007,Oct.,Canada,15509,11896,2768,845,0
2007,Oct.,Australia,20192,15162,3952,1078,0
2007,Oct.,Oceania Unclassified,427,243,71,113,0
2007,Oct.,Mexico,3072,2468,499,105,0
2007,Oct.,Hong Kong,32015,28772,2879,364,0
2007,Oct.,Thailand,20552,15757,3575,1220,0
2007,Oct.,Italy,5580,3092,2198,290,0
2007,Oct.,Korea,222737,173738,38308,10691,0
2007,Nov.,Oceania Total,18912,13176,4337,1399,0
2007,Nov.,Malaysia,10623,7078,3087,458,0
2007,Nov.,Finland,2050,1126,867,57,0
2007,Nov.,France,11503,5548,4827,1128,0
2007,Nov.,Belgium,1370,516,782,72,0
2007,Nov.,Swiss,2186,1179,943,64,0
2007,Nov.,Denmark,1425,693,685,47,0
2007,Nov.,Portugal,1021,851,145,25,0
2007,Nov.,North America Total,81464,49164,27106,5194,0
2007,Nov.,Singapore,20391,17323,2861,207,0
2007,Nov.,India,5759,1951,2547,1261,0
2007,Nov.,Taiwan,108125,97379,9421,1325,0
2007,Nov.,New Zealand,2614,1601,741,272,0
2007,Nov.,Brazil,1434,666,585,183,0
2007,Nov.,South America Unclassified,1391,719,468,204,0
2007,Nov.,South America Total,2825,1385,1053,387,0
2007,Nov.,Philippines,6137,2704,1772,1661,0
2007,Nov.,Asia Total,503173,374183,90309,38681,0
2007,Nov.,United Kingdom,17682,9009,7513,1160,0
2007,Nov.,Germany,12555,4385,7146,1024,0
2007,Nov.,Russia,6369,3491,2056,822,0
2007,Nov.,Vietnam,3074,725,1071,1278,0
2007,Nov.,Poland,0,0,0,0,0
2007,Nov.,Austria,1284,611,602,71,0
2007,Nov.,Sweden,2802,1186,1467,149,0
2007,Nov.,China,69597,26970,22470,20157,0
2007,Nov.,Stateless,92,65,17,10,0
2007,Nov.,Indonesia,4747,2287,1346,1114,0
2007,Nov.,Europe Total,78170,37965,33929,6276,0
2007,Nov.,Europe Unclassified,5388,2663,1653,1072,0
2007,Nov.,Africa Total,2111,702,828,581,0
2007,Nov.,U.S.A.,64115,36258,23637,4220,0
2007,Nov.,Netherland,2973,1286,1559,128,0
2007,Nov.,Spain,2710,1900,694,116,0
2007,Nov.,North America Unclassified,650,289,212,149,0
2007,Nov.,Ireland,1219,666,442,111,0
2007,Nov.,Norway,1028,514,482,32,0
2007,Nov.,Canada,14596,11032,2831,733,0
2007,Nov.,Australia,16088,11503,3542,1043,0
2007,Nov.,Oceania Unclassified,210,72,54,84,0
2007,Nov.,Mexico,2103,1585,426,92,0
2007,Nov.,Hong Kong,34103,31134,2753,216,0
2007,Nov.,Thailand,13281,8953,3386,942,0
2007,Nov.,Italy,4605,2341,2066,198,0
2007,Nov.,Korea,218488,174004,36549,7935,0
2007,Dec.,Oceania Total,30416,26603,2446,1367,0
2007,Dec.,Malaysia,13399,11036,1943,420,0
2007,Dec.,Finland,1674,1248,341,85,0
2007,Dec.,France,9952,6300,2776,876,0
2007,Dec.,Belgium,920,418,443,59,0
2007,Dec.,Swiss,1642,1139,449,54,0
2007,Dec.,Denmark,1046,676,321,49,0
2007,Dec.,Portugal,792,706,71,15,0
2007,Dec.,North America Total,83502,59871,18822,4809,0
2007,Dec.,Singapore,30729,28664,1882,183,0
2007,Dec.,India,4936,1700,1901,1335,0
2007,Dec.,Taiwan,93018,83055,8712,1251,0
2007,Dec.,New Zealand,3365,2687,389,289,0
2007,Dec.,Brazil,1635,1224,234,177,0
2007,Dec.,South America Unclassified,1980,1627,197,156,0
2007,Dec.,South America Total,3615,2851,431,333,0
2007,Dec.,Philippines,6141,3950,1004,1187,0
2007,Dec.,Asia Total,491596,388576,69722,33298,0
2007,Dec.,United Kingdom,17533,12287,4057,1189,0
2007,Dec.,Germany,8566,4021,3963,582,0
2007,Dec.,Russia,5175,3336,1179,660,0
2007,Dec.,Vietnam,2115,623,626,866,0
2007,Dec.,Poland,0,0,0,0,0
2007,Dec.,Austria,876,468,283,125,0
2007,Dec.,Sweden,2243,1378,701,164,0
2007,Dec.,China,53411,20922,16665,15824,0
2007,Dec.,Stateless,123,101,17,5,0
2007,Dec.,Indonesia,8516,6977,847,692,0
2007,Dec.,Europe Total,65555,42398,18031,5126,0
2007,Dec.,Europe Unclassified,3719,2131,858,730,0
2007,Dec.,Africa Total,1621,816,399,406,0
2007,Dec.,U.S.A.,64603,43806,16913,3884,0
2007,Dec.,Netherland,2614,1672,828,114,0
2007,Dec.,Spain,1915,1498,337,80,0
2007,Dec.,North America Unclassified,337,185,84,68,0
2007,Dec.,Ireland,1028,695,233,100,0
2007,Dec.,Norway,754,503,210,41,0
2007,Dec.,Canada,16232,13866,1592,774,0
2007,Dec.,Australia,26820,23790,2031,999,0
2007,Dec.,Oceania Unclassified,231,126,26,79,0
2007,Dec.,Mexico,2330,2014,233,83,0
2007,Dec.,Hong Kong,48564,45967,2409,188,0
2007,Dec.,Thailand,13808,11090,1908,810,0
2007,Dec.,Italy,5106,3922,981,203,0
2007,Dec.,Korea,208893,170207,30026,8660,0
2008,Jan.,Oceania Total,32801,27142,2828,2831,0
2008,Jan.,Malaysia,4822,2008,2102,712,0
2008,Jan.,Finland,1266,683,470,113,0
2008,Jan.,France,9395,3811,3544,2040,0
2008,Jan.,Belgium,985,305,543,137,0
2008,Jan.,Swiss,1341,645,565,131,0
2008,Jan.,Denmark,1122,528,496,98,0
2008,Jan.,Portugal,423,300,78,45,0
2008,Jan.,North America Total,70008,35703,21888,12417,0
2008,Jan.,Singapore,6629,3937,2357,335,0
2008,Jan.,India,6453,1541,2347,2565,0
2008,Jan.,Taiwan,106560,94951,7899,3710,0
2008,Jan.,New Zealand,3132,2128,408,596,0
2008,Jan.,Brazil,1373,677,329,367,0
2008,Jan.,South America Unclassified,1197,546,263,388,0
2008,Jan.,South America Total,2570,1223,592,755,0
2008,Jan.,Philippines,7350,2234,1732,3384,0
2008,Jan.,Asia Total,544637,401482,71316,71839,0
2008,Jan.,United Kingdom,15198,6714,5276,3208,0
2008,Jan.,Germany,8294,2176,4896,1222,0
2008,Jan.,Russia,6262,4009,1117,1136,0
2008,Jan.,Vietnam,2504,326,599,1579,0
2008,Jan.,Poland,0,0,0,0,0
2008,Jan.,Austria,916,287,352,277,0
2008,Jan.,Sweden,2111,796,997,318,0
2008,Jan.,China,84038,32250,16253,35535,0
2008,Jan.,Stateless,76,47,14,15,0
2008,Jan.,Indonesia,3829,1646,813,1370,0
2008,Jan.,Europe Total,59563,25457,22525,11581,0
2008,Jan.,Europe Unclassified,3765,1332,898,1535,0
2008,Jan.,Africa Total,1695,347,505,843,0
2008,Jan.,U.S.A.,54169,24854,19589,9726,0
2008,Jan.,Netherland,2293,992,1025,276,0
2008,Jan.,Spain,1344,650,404,290,0
2008,Jan.,North America Unclassified,485,132,152,201,0
2008,Jan.,Ireland,1113,549,280,284,0
2008,Jan.,Norway,731,385,276,70,0
2008,Jan.,Canada,13973,9733,1913,2327,0
2008,Jan.,Australia,29457,24944,2379,2134,0
2008,Jan.,Oceania Unclassified,212,70,41,101,0
2008,Jan.,Mexico,1381,984,234,163,0
2008,Jan.,Hong Kong,34751,31597,2730,424,0
2008,Jan.,Thailand,8019,3971,2278,1770,0
2008,Jan.,Italy,3004,1295,1308,401,0
2008,Jan.,Korea,271583,224509,29802,17272,0
2008,Feb.,Oceania Total,22847,18413,3304,1130,0
2008,Feb.,Malaysia,8377,5705,2014,658,0
2008,Feb.,Finland,1694,1158,464,72,0
2008,Feb.,France,9205,4886,3415,904,0
2008,Feb.,Belgium,1147,439,612,96,0
2008,Feb.,Swiss,1521,793,642,86,0
2008,Feb.,Denmark,1162,640,473,49,0
2008,Feb.,Portugal,532,430,83,19,0
2008,Feb.,North America Total,65482,38859,22081,4542,0
2008,Feb.,Singapore,11707,9428,2005,274,0
2008,Feb.,India,4859,1496,2131,1232,0
2008,Feb.,Taiwan,114090,105044,6832,2214,0
2008,Feb.,New Zealand,2180,1507,455,218,0
2008,Feb.,Brazil,960,400,325,235,0
2008,Feb.,South America Unclassified,1027,584,223,220,0
2008,Feb.,South America Total,1987,984,548,455,0
2008,Feb.,Philippines,5170,2474,1294,1402,0
2008,Feb.,Asia Total,543781,429033,63192,51556,0
2008,Feb.,United Kingdom,16338,9705,5538,1095,0
2008,Feb.,Germany,9421,3359,5445,617,0
2008,Feb.,Russia,4457,2594,1398,465,0
2008,Feb.,Vietnam,2614,574,463,1577,0
2008,Feb.,Poland,0,0,0,0,0
2008,Feb.,Austria,1013,531,433,49,0
2008,Feb.,Sweden,1958,910,936,112,0
2008,Feb.,China,85134,41635,13064,30435,0
2008,Feb.,Stateless,123,112,6,5,0
2008,Feb.,Indonesia,3227,1201,828,1198,0
2008,Feb.,Europe Total,60707,31702,24181,4824,0
2008,Feb.,Europe Unclassified,3271,1571,989,711,0
2008,Feb.,Africa Total,1399,366,575,458,0
2008,Feb.,U.S.A.,49968,26670,19752,3546,0
2008,Feb.,Netherland,2422,1142,1161,119,0
2008,Feb.,Spain,1726,1028,570,128,0
2008,Feb.,North America Unclassified,390,130,142,118,0
2008,Feb.,Ireland,895,517,310,68,0
2008,Feb.,Norway,821,463,330,28,0
2008,Feb.,Canada,14046,11310,1948,788,0
2008,Feb.,Australia,20517,16854,2826,837,0
2008,Feb.,Oceania Unclassified,150,52,23,75,0
2008,Feb.,Mexico,1078,749,239,90,0
2008,Feb.,Hong Kong,55739,53052,2375,312,0
2008,Feb.,Thailand,10738,7480,2306,952,0
2008,Feb.,Italy,3124,1536,1382,206,0
2008,Feb.,Korea,234876,197838,27694,9344,0
2008,Mar.,Oceania Total,25532,19725,3793,2014,0
2008,Mar.,Malaysia,10506,6586,2563,1357,0
2008,Mar.,Finland,2223,1539,548,136,0
2008,Mar.,France,12340,7027,4027,1286,0
2008,Mar.,Belgium,1763,1031,643,89,0
2008,Mar.,Swiss,2534,1758,642,134,0
2008,Mar.,Denmark,1473,913,470,90,0
2008,Mar.,Portugal,713,587,104,22,0
2008,Mar.,North America Total,104484,71162,25174,8148,0
2008,Mar.,Singapore,14176,11313,2572,291,0
2008,Mar.,India,6047,2043,2495,1509,0
2008,Mar.,Taiwan,95993,82899,8966,4128,0
2008,Mar.,New Zealand,2833,1755,627,451,0
2008,Mar.,Brazil,1857,996,532,329,0
2008,Mar.,South America Unclassified,1342,776,283,283,0
2008,Mar.,South America Total,3199,1772,815,612,0
2008,Mar.,Philippines,9041,5489,1643,1909,0
2008,Mar.,Asia Total,508276,355124,80074,73078,0
2008,Mar.,United Kingdom,22912,15456,5579,1877,0
2008,Mar.,Germany,13334,7152,5089,1093,0
2008,Mar.,Russia,5900,3796,1521,583,0
2008,Mar.,Vietnam,3716,1023,746,1947,0
2008,Mar.,Poland,0,0,0,0,0
2008,Mar.,Austria,1264,740,402,122,0
2008,Mar.,Sweden,3277,1928,1111,238,0
2008,Mar.,China,90850,33522,18634,38694,0
2008,Mar.,Stateless,101,84,8,9,0
2008,Mar.,Indonesia,4616,2644,880,1092,0
2008,Mar.,Europe Total,87963,54809,25716,7438,0
2008,Mar.,Europe Unclassified,5311,3194,1215,902,0
2008,Mar.,Africa Total,2064,632,729,703,0
2008,Mar.,U.S.A.,82222,53232,22355,6635,0
2008,Mar.,Netherland,3013,1608,1216,189,0
2008,Mar.,Spain,3890,3101,621,168,0
2008,Mar.,North America Unclassified,521,246,163,112,0
2008,Mar.,Ireland,1313,835,327,151,0
2008,Mar.,Norway,1567,1132,365,70,0
2008,Mar.,Canada,18966,15530,2201,1235,0
2008,Mar.,Australia,22346,17767,3124,1455,0
2008,Mar.,Oceania Unclassified,353,203,42,108,0
2008,Mar.,Mexico,2775,2154,455,166,0
2008,Mar.,Hong Kong,49035,45517,3055,463,0
2008,Mar.,Thailand,26797,21552,3283,1962,0
2008,Mar.,Italy,5136,3012,1836,288,0
2008,Mar.,Korea,187474,137936,32611,16927,0
2008,Apr.,Oceania Total,22745,17578,3524,1643,0
2008,Apr.,Malaysia,13074,10024,2338,712,0
2008,Apr.,Finland,1926,1272,588,66,0
2008,Apr.,France,17419,12373,3814,1232,0
2008,Apr.,Belgium,1338,706,550,82,0
2008,Apr.,Swiss,2670,1876,681,113,0
2008,Apr.,Denmark,1253,647,564,42,0
2008,Apr.,Portugal,598,454,113,31,0
2008,Apr.,North America Total,86202,56590,23540,6072,0
2008,Apr.,Singapore,13487,10728,2508,251,0
2008,Apr.,India,5783,2110,2307,1366,0
2008,Apr.,Taiwan,140833,129360,8515,2958,0
2008,Apr.,New Zealand,3322,2383,556,383,0
2008,Apr.,Brazil,2226,1354,471,401,0
2008,Apr.,South America Unclassified,1434,906,299,229,0
2008,Apr.,South America Total,3660,2260,770,630,0
2008,Apr.,Philippines,9419,6106,1369,1944,0
2008,Apr.,Asia Total,580161,445989,77110,57062,0
2008,Apr.,United Kingdom,18952,11880,5587,1485,0
2008,Apr.,Germany,11533,5021,5894,618,0
2008,Apr.,Russia,5912,3872,1449,591,0
2008,Apr.,Vietnam,2993,860,774,1359,0
2008,Apr.,Poland,0,0,0,0,0
2008,Apr.,Austria,1207,605,456,146,0
2008,Apr.,Sweden,3211,1764,1296,151,0
2008,Apr.,China,103013,54451,18027,30535,0
2008,Apr.,Stateless,118,97,13,8,0
2008,Apr.,Indonesia,5647,3481,952,1214,0
2008,Apr.,Europe Total,85049,52800,26204,6045,0
2008,Apr.,Europe Unclassified,5795,3867,1131,797,0
2008,Apr.,Africa Total,1974,700,627,647,0
2008,Apr.,U.S.A.,69186,43518,20930,4738,0
2008,Apr.,Netherland,3371,2010,1215,146,0
2008,Apr.,Spain,2621,1894,591,136,0
2008,Apr.,North America Unclassified,591,276,189,126,0
2008,Apr.,Ireland,1032,629,319,84,0
2008,Apr.,Norway,926,458,417,51,0
2008,Apr.,Canada,14580,11344,2136,1100,0
2008,Apr.,Australia,19130,15045,2933,1152,0
2008,Apr.,Oceania Unclassified,293,150,35,108,0
2008,Apr.,Mexico,1845,1452,285,108,0
2008,Apr.,Hong Kong,36400,33164,2752,484,0
2008,Apr.,Thailand,35476,31312,2541,1623,0
2008,Apr.,Italy,5285,3472,1539,274,0
2008,Apr.,Korea,203812,159049,32769,11994,0
2008,May.,Oceania Total,19087,14128,3584,1375,0
2008,May.,Malaysia,10508,7570,2437,501,0
2008,May.,Finland,1461,831,582,48,0
2008,May.,France,12864,7974,3585,1305,0
2008,May.,Belgium,1540,926,534,80,0
2008,May.,Swiss,1960,1200,651,109,0
2008,May.,Denmark,1124,535,550,39,0
2008,May.,Portugal,533,395,113,25,0
2008,May.,North America Total,84917,56283,22571,6063,0
2008,May.,Singapore,15699,13097,2349,253,0
2008,May.,India,6923,2586,2357,1980,0
2008,May.,Taiwan,134862,124799,8112,1951,0
2008,May.,New Zealand,2478,1556,594,328,0
2008,May.,Brazil,1703,972,487,244,0
2008,May.,South America Unclassified,1838,1243,389,206,0
2008,May.,South America Total,3541,2215,876,450,0
2008,May.,Philippines,8380,4735,1688,1957,0
2008,May.,Asia Total,554649,428244,76816,49589,0
2008,May.,United Kingdom,16002,9187,5485,1330,0
2008,May.,Germany,10673,4873,4996,804,0
2008,May.,Russia,4848,3091,1259,498,0
2008,May.,Vietnam,2625,656,640,1329,0
2008,May.,Poland,0,0,0,0,0
2008,May.,Austria,1156,499,403,254,0
2008,May.,Sweden,2325,1079,1113,133,0
2008,May.,China,74637,28309,19892,26436,0
2008,May.,Stateless,63,53,5,5,0
2008,May.,Indonesia,4045,2113,1062,870,0
2008,May.,Europe Total,70188,39990,24229,5969,0
2008,May.,Europe Unclassified,4527,2698,1205,624,0
2008,May.,Africa Total,3677,759,906,2012,0
2008,May.,U.S.A.,69105,44284,20047,4774,0
2008,May.,Netherland,2843,1574,1118,151,0
2008,May.,Spain,2604,1969,502,133,0
2008,May.,North America Unclassified,550,243,187,120,0
2008,May.,Ireland,1004,568,324,112,0
2008,May.,Norway,665,364,264,37,0
2008,May.,Canada,13010,9939,2015,1056,0
2008,May.,Australia,16412,12486,2958,968,0
2008,May.,Oceania Unclassified,197,86,32,79,0
2008,May.,Mexico,2252,1817,322,113,0
2008,May.,Hong Kong,39104,35988,2875,241,0
2008,May.,Thailand,20309,16025,2998,1286,0
2008,May.,Italy,4059,2227,1545,287,0
2008,May.,Korea,229043,188332,30057,10654,0
2008,Jun.,Oceania Total,20752,16054,3535,1163,0
2008,Jun.,Malaysia,5875,3007,2328,540,0
2008,Jun.,Finland,1620,1136,430,54,0
2008,Jun.,France,10352,5257,4071,1024,0
2008,Jun.,Belgium,1162,457,583,122,0
2008,Jun.,Swiss,1556,795,611,150,0
2008,Jun.,Denmark,941,441,450,50,0
2008,Jun.,Portugal,1002,889,95,18,0
2008,Jun.,North America Total,90691,63381,22330,4980,0
2008,Jun.,Singapore,16635,13907,2523,205,0
2008,Jun.,India,5586,2005,2321,1260,0
2008,Jun.,Taiwan,130285,120531,8280,1474,0
2008,Jun.,New Zealand,2434,1658,561,215,0
2008,Jun.,Brazil,1662,904,462,296,0
2008,Jun.,South America Unclassified,1494,920,355,219,0
2008,Jun.,South America Total,3156,1824,817,515,0
2008,Jun.,Philippines,6149,3128,1481,1540,0
2008,Jun.,Asia Total,502803,388163,75878,38762,0
2008,Jun.,United Kingdom,14236,7663,5333,1240,0
2008,Jun.,Germany,9109,3172,5333,604,0
2008,Jun.,Russia,4906,2972,1316,618,0
2008,Jun.,Vietnam,2631,854,631,1146,0
2008,Jun.,Poland,0,0,0,0,0
2008,Jun.,Austria,753,329,373,51,0
2008,Jun.,Sweden,2246,1234,870,142,0
2008,Jun.,China,61355,25562,16471,19322,0
2008,Jun.,Stateless,54,42,7,5,0
2008,Jun.,Indonesia,6679,4538,1188,953,0
2008,Jun.,Europe Total,62314,32532,24066,5716,0
2008,Jun.,Europe Unclassified,3550,1633,1032,885,0
2008,Jun.,Africa Total,1793,581,689,523,0
2008,Jun.,U.S.A.,76691,52767,19952,3972,0
2008,Jun.,Netherland,2455,1144,1114,197,0
2008,Jun.,Spain,2600,2000,490,110,0
2008,Jun.,North America Unclassified,469,206,153,110,0
2008,Jun.,Ireland,1009,597,327,85,0
2008,Jun.,Norway,807,486,279,42,0
2008,Jun.,Canada,11846,9070,1962,814,0
2008,Jun.,Australia,17949,14159,2938,852,0
2008,Jun.,Oceania Unclassified,369,237,36,96,0
2008,Jun.,Mexico,1685,1338,263,84,0
2008,Jun.,Hong Kong,52012,48659,3088,265,0
2008,Jun.,Thailand,9929,5998,2804,1127,0
2008,Jun.,Italy,4010,2327,1359,324,0
2008,Jun.,Korea,195661,154607,32194,8860,0
2008,Jul.,Oceania Total,24079,19191,3367,1521,0
2008,Jul.,Malaysia,6747,3956,2367,424,0
2008,Jul.,Finland,1951,1670,234,47,0
2008,Jul.,France,14616,10373,2984,1259,0
2008,Jul.,Belgium,1492,975,421,96,0
2008,Jul.,Swiss,2442,1805,540,97,0
2008,Jul.,Denmark,1506,1135,331,40,0
2008,Jul.,Portugal,993,874,88,31,0
2008,Jul.,North America Total,92750,66461,19659,6630,0
2008,Jul.,Singapore,10391,7828,2329,234,0
2008,Jul.,India,5376,1804,2176,1396,0
2008,Jul.,Taiwan,155231,145553,8164,1514,0
2008,Jul.,New Zealand,3160,2275,531,354,0
2008,Jul.,Brazil,2445,1709,419,317,0
2008,Jul.,South America Unclassified,1404,933,220,251,0
2008,Jul.,South America Total,3849,2642,639,568,0
2008,Jul.,Philippines,6283,2971,1522,1790,0
2008,Jul.,Asia Total,619840,504712,73910,41218,0
2008,Jul.,United Kingdom,18618,12315,4726,1577,0
2008,Jul.,Germany,10067,4671,4657,739,0
2008,Jul.,Russia,6434,4247,1285,902,0
2008,Jul.,Vietnam,3048,1117,642,1289,0
2008,Jul.,Poland,0,0,0,0,0
2008,Jul.,Austria,1195,802,309,84,0
2008,Jul.,Sweden,2234,1578,523,133,0
2008,Jul.,China,101192,63073,17060,21059,0
2008,Jul.,Stateless,129,106,10,13,0
2008,Jul.,Indonesia,5662,3522,1008,1132,0
2008,Jul.,Europe Total,81896,55274,20169,6453,0
2008,Jul.,Europe Unclassified,4995,3252,1013,730,0
2008,Jul.,Africa Total,2469,848,682,939,0
2008,Jul.,U.S.A.,72992,50009,17522,5461,0
2008,Jul.,Netherland,3364,2392,825,147,0
2008,Jul.,Spain,4679,4089,442,148,0
2008,Jul.,North America Unclassified,643,357,160,126,0
2008,Jul.,Ireland,1238,865,244,129,0
2008,Jul.,Norway,879,695,159,25,0
2008,Jul.,Canada,15716,13087,1685,944,0
2008,Jul.,Australia,20652,16761,2799,1092,0
2008,Jul.,Oceania Unclassified,267,155,37,75,0
2008,Jul.,Mexico,3399,3008,292,99,0
2008,Jul.,Hong Kong,66038,62886,2905,247,0
2008,Jul.,Thailand,12124,8497,2601,1026,0
2008,Jul.,Italy,5193,3536,1388,269,0
2008,Jul.,Korea,237947,198184,31060,8703,0
2008,Aug.,Oceania Total,20224,15109,2794,2321,0
2008,Aug.,Malaysia,5189,2616,1815,758,0
2008,Aug.,Finland,1590,1017,426,147,0
2008,Aug.,France,13637,9609,1846,2182,0
2008,Aug.,Belgium,1032,565,317,150,0
2008,Aug.,Swiss,1646,1024,483,139,0
2008,Aug.,Denmark,850,385,374,91,0
2008,Aug.,Portugal,1700,1604,60,36,0
2008,Aug.,North America Total,72775,45105,15635,12035,0
2008,Aug.,Singapore,7785,5373,2077,335,0
2008,Aug.,India,5632,1562,2098,1972,0
2008,Aug.,Taiwan,119255,108916,6608,3731,0
2008,Aug.,New Zealand,2700,1689,483,528,0
2008,Aug.,Brazil,1479,831,370,278,0
2008,Aug.,South America Unclassified,1279,812,200,267,0
2008,Aug.,South America Total,2758,1643,570,545,0
2008,Aug.,Philippines,6227,2651,1293,2283,0
2008,Aug.,Asia Total,566171,444679,58483,63009,0
2008,Aug.,United Kingdom,16274,9946,3556,2772,0
2008,Aug.,Germany,9470,4428,3789,1253,0
2008,Aug.,Russia,5924,4031,1069,824,0
2008,Aug.,Vietnam,2897,839,539,1519,0
2008,Aug.,Poland,0,0,0,0,0
2008,Aug.,Austria,962,627,249,86,0
2008,Aug.,Sweden,1816,859,630,327,0
2008,Aug.,China,92976,49431,13685,29860,0
2008,Aug.,Stateless,125,106,10,9,0
2008,Aug.,Indonesia,4282,1937,838,1507,0
2008,Aug.,Europe Total,77963,52089,15920,9954,0
2008,Aug.,Europe Unclassified,4781,3038,836,907,0
2008,Aug.,Africa Total,2006,690,531,785,0
2008,Aug.,U.S.A.,57121,33454,13985,9682,0
2008,Aug.,Netherland,2585,1564,779,242,0
2008,Aug.,Spain,7063,6549,325,189,0
2008,Aug.,North America Unclassified,547,178,115,254,0
2008,Aug.,Ireland,956,557,227,172,0
2008,Aug.,Norway,714,399,234,81,0
2008,Aug.,Canada,13156,9913,1310,1933,0
2008,Aug.,Australia,17231,13289,2271,1671,0
2008,Aug.,Oceania Unclassified,293,131,40,122,0
2008,Aug.,Mexico,1951,1560,225,166,0
2008,Aug.,Hong Kong,54047,51285,2404,358,0
2008,Aug.,Thailand,8379,4708,2116,1555,0
2008,Aug.,Italy,6963,5887,720,356,0
2008,Aug.,Korea,248154,208792,23162,16200,0
2008,Sep.,Oceania Total,27351,22260,3530,1561,0
2008,Sep.,Malaysia,7770,4619,2146,1005,0
2008,Sep.,Finland,1316,645,511,160,0
2008,Sep.,France,11506,6505,3499,1502,0
2008,Sep.,Belgium,1446,731,616,99,0
2008,Sep.,Swiss,2120,1343,635,142,0
2008,Sep.,Denmark,1230,614,555,61,0
2008,Sep.,Portugal,1050,908,105,37,0
2008,Sep.,North America Total,72227,41559,23506,7162,0
2008,Sep.,Singapore,10970,8087,2585,298,0
2008,Sep.,India,5535,1821,2357,1357,0
2008,Sep.,Taiwan,102304,90482,8064,3758,0
2008,Sep.,New Zealand,3356,2599,509,248,0
2008,Sep.,Brazil,1743,1004,441,298,0
2008,Sep.,South America Unclassified,1673,1036,313,324,0
2008,Sep.,South America Total,3416,2040,754,622,0
2008,Sep.,Philippines,5935,2585,1557,1793,0
2008,Sep.,Asia Total,461961,319758,71843,70360,0
2008,Sep.,United Kingdom,16499,9207,5482,1810,0
2008,Sep.,Germany,11174,4966,5189,1019,0
2008,Sep.,Russia,4874,2822,1351,701,0
2008,Sep.,Vietnam,3545,867,760,1918,0
2008,Sep.,Poland,0,0,0,0,0
2008,Sep.,Austria,1234,595,416,223,0
2008,Sep.,Sweden,2623,1166,1223,234,0
2008,Sep.,China,93921,38990,17956,36975,0
2008,Sep.,Stateless,73,60,7,6,0
2008,Sep.,Indonesia,9634,7278,905,1451,0
2008,Sep.,Europe Total,74571,41227,24659,8685,0
2008,Sep.,Europe Unclassified,5515,3073,1291,1151,0
2008,Sep.,Africa Total,1636,502,504,630,0
2008,Sep.,U.S.A.,57851,31324,20860,5667,0
2008,Sep.,Netherland,2980,1662,1121,197,0
2008,Sep.,Spain,4336,3248,606,482,0
2008,Sep.,North America Unclassified,625,259,218,148,0
2008,Sep.,Ireland,1046,616,304,126,0
2008,Sep.,Norway,886,465,337,84,0
2008,Sep.,Canada,11515,8212,2084,1219,0
2008,Sep.,Australia,23689,19539,2959,1191,0
2008,Sep.,Oceania Unclassified,306,122,62,122,0
2008,Sep.,Mexico,2236,1764,344,128,0
2008,Sep.,Hong Kong,39251,35903,2836,512,0
2008,Sep.,Thailand,13355,8322,2936,2097,0
2008,Sep.,Italy,4736,2661,1418,657,0
2008,Sep.,Korea,159523,116191,27495,15837,0
2008,Oct.,Oceania Total,21340,16457,3705,1178,0
2008,Oct.,Malaysia,10378,6824,2629,925,0
2008,Oct.,Finland,1976,1214,690,72,0
2008,Oct.,France,15773,10307,4182,1284,0
2008,Oct.,Belgium,1757,1077,599,81,0
2008,Oct.,Swiss,3165,2129,858,178,0
2008,Oct.,Denmark,1706,1032,634,40,0
2008,Oct.,Portugal,1080,902,144,34,0
2008,Oct.,North America Total,85248,55747,24354,5147,0
2008,Oct.,Singapore,13849,11101,2533,215,0
2008,Oct.,India,5541,2165,2229,1147,0
2008,Oct.,Taiwan,126308,114990,9203,2115,0
2008,Oct.,New Zealand,2820,2007,611,202,0
2008,Oct.,Brazil,2047,1257,579,211,0
2008,Oct.,South America Unclassified,2065,1326,468,271,0
2008,Oct.,South America Total,4112,2583,1047,482,0
2008,Oct.,Philippines,6493,3593,1519,1381,0
2008,Oct.,Asia Total,529183,392412,81134,55637,0
2008,Oct.,United Kingdom,20803,12753,6476,1574,0
2008,Oct.,Germany,14763,7348,6529,886,0
2008,Oct.,Russia,6484,4088,1738,658,0
2008,Oct.,Vietnam,3061,715,688,1658,0
2008,Oct.,Poland,0,0,0,0,0
2008,Oct.,Austria,1765,849,545,371,0
2008,Oct.,Sweden,3762,2208,1318,236,0
2008,Oct.,China,86570,35375,19715,31480,0
2008,Oct.,Stateless,95,79,7,9,0
2008,Oct.,Indonesia,8410,5634,1195,1581,0
2008,Oct.,Europe Total,96700,58690,30369,7641,0
