Year,Month,Region,Total,Tourist,Business,Others,Short_Excursion
1996,Jan.,Oceania Total,8762,3011,1861,2491,1399
1996,Jan.,Malaysia,2186,804,1184,198,0
1996,Jan.,Finland,579,204,288,87,0
1996,Jan.,France,4041,1023,1977,1041,0
1996,Jan.,Belgium,581,186,291,104,0
1996,Jan.,Swiss,1096,372,595,129,0
1996,Jan.,Denmark,641,177,339,125,0
1996,Jan.,Portugal,0,0,0,0,0
1996,Jan.,North America Total,52945,18458,20958,13513,16
1996,Jan.,Singapore,2578,719,1314,534,11
1996,Jan.,India,2046,202,998,598,248
1996,Jan.,Taiwan,33746,24891,5205,3639,11
1996,Jan.,New Zealand,1940,821,539,579,1
1996,Jan.,Brazil,3984,3356,172,390,66
1996,Jan.,South America Unclassified,1185,658,142,362,23
1996,Jan.,South America Total,5169,4014,314,752,89
1996,Jan.,Philippines,5044,871,896,2857,420
1996,Jan.,Asia Total,173790,87218,43262,35193,8117
1996,Jan.,United Kingdom,11702,3579,5066,3049,8
1996,Jan.,Germany,4943,1295,2691,956,1
1996,Jan.,Russia,1897,525,339,861,172
1996,Jan.,Vietnam,0,0,0,0,0
1996,Jan.,Poland,0,0,0,0,0
1996,Jan.,Austria,593,161,233,197,2
1996,Jan.,Sweden,1221,324,728,169,0
1996,Jan.,China,21505,1538,5007,12589,2371
1996,Jan.,Stateless,183,41,35,15,92
1996,Jan.,Indonesia,2738,555,644,1051,488
1996,Jan.,Europe Total,34304,9599,15853,8576,276
1996,Jan.,Europe Unclassified,1783,406,497,787,93
1996,Jan.,Africa Total,933,196,260,463,14
1996,Jan.,U.S.A.,44265,14482,19187,10596,0
1996,Jan.,Netherland,1310,353,772,185,0
1996,Jan.,Spain,723,209,377,137,0
1996,Jan.,North America Unclassified,292,118,76,0,0
1996,Jan.,Ireland,842,239,243,360,0
1996,Jan.,Norway,430,128,251,51,0
1996,Jan.,Canada,7879,3652,1545,2675,7
1996,Jan.,Australia,6676,2164,1292,1834,1386
1996,Jan.,Oceania Unclassified,146,26,30,78,12
1996,Jan.,Mexico,509,206,150,153,0
1996,Jan.,Hong Kong,7204,4212,2074,417,501
1996,Jan.,Thailand,3614,708,1281,1183,442
1996,Jan.,Italy,1922,418,1166,338,0
1996,Jan.,Korea,89392,51814,23453,10713,3412
1996,Feb.,Oceania Total,6984,2366,2305,918,1395
1996,Feb.,Malaysia,3974,2840,1030,103,1
1996,Feb.,Finland,531,233,272,26,0
1996,Feb.,France,3668,1248,2109,311,0
1996,Feb.,Belgium,496,149,318,29,0
1996,Feb.,Swiss,1202,458,683,61,0
1996,Feb.,Denmark,598,199,356,43,0
1996,Feb.,Portugal,0,0,0,0,0
1996,Feb.,North America Total,43793,19291,20581,3916,5
1996,Feb.,Singapore,4577,3150,1037,388,2
1996,Feb.,India,1729,199,1111,330,89
1996,Feb.,Taiwan,61453,55635,4053,1761,4
1996,Feb.,New Zealand,1677,739,726,208,4
1996,Feb.,Brazil,4013,3469,168,317,59
1996,Feb.,South America Unclassified,941,482,180,266,13
1996,Feb.,South America Total,4954,3951,348,583,72
1996,Feb.,Philippines,4177,982,940,1897,358
1996,Feb.,Asia Total,194510,125331,41841,20413,6925
1996,Feb.,United Kingdom,10216,4339,5181,696,0
1996,Feb.,Germany,5559,2220,2856,483,0
1996,Feb.,Russia,1572,403,557,429,183
1996,Feb.,Vietnam,0,0,0,0,0
1996,Feb.,Poland,0,0,0,0,0
1996,Feb.,Austria,767,360,298,109,0
1996,Feb.,Sweden,1154,319,730,105,0
1996,Feb.,China,14876,1400,3056,8348,2072
1996,Feb.,Stateless,230,66,30,20,114
1996,Feb.,Indonesia,3729,1208,535,797,1189
1996,Feb.,Europe Total,32448,12083,17071,3083,211
1996,Feb.,Europe Unclassified,1555,586,520,421,28
1996,Feb.,Africa Total,748,126,328,278,16
1996,Feb.,U.S.A.,37176,15117,18847,3209,3
1996,Feb.,Netherland,1440,452,905,83,0
1996,Feb.,Spain,884,267,500,117,0
1996,Feb.,North America Unclassified,242,121,61,0,0
1996,Feb.,Ireland,521,223,234,64,0
1996,Feb.,Norway,491,162,303,26,0
1996,Feb.,Canada,5892,3766,1557,569,0
1996,Feb.,Australia,5194,1591,1548,668,1387
1996,Feb.,Oceania Unclassified,113,36,31,42,4
1996,Feb.,Mexico,483,287,116,80,0
1996,Feb.,Hong Kong,18852,16050,1777,327,698
1996,Feb.,Thailand,4076,1475,1575,592,434
1996,Feb.,Italy,1794,465,1249,80,0
1996,Feb.,Korea,73878,41380,25475,5088,1935
1996,Mar.,Oceania Total,10802,4324,2824,1450,2204
1996,Mar.,Malaysia,3213,1554,1503,156,0
1996,Mar.,Finland,703,235,394,74,0
1996,Mar.,France,4898,1688,2559,651,0
1996,Mar.,Belgium,725,219,447,59,0
1996,Mar.,Swiss,1480,615,773,92,0
1996,Mar.,Denmark,878,299,507,72,0
1996,Mar.,Portugal,0,0,0,0,0
1996,Mar.,North America Total,60245,29758,24022,6461,4
1996,Mar.,Singapore,4743,1505,2005,1231,2
1996,Mar.,India,1815,311,1034,401,69
1996,Mar.,Taiwan,53728,44421,5474,3832,1
1996,Mar.,New Zealand,2441,1203,885,353,0
1996,Mar.,Brazil,5082,4238,324,477,43
1996,Mar.,South America Unclassified,1178,590,294,268,26
1996,Mar.,South America Total,6260,4828,618,745,69
1996,Mar.,Philippines,4988,1351,1053,2135,449
1996,Mar.,Asia Total,188862,100407,50467,32344,5644
1996,Mar.,United Kingdom,14017,6883,5927,1205,2
1996,Mar.,Germany,7369,3165,3512,692,0
1996,Mar.,Russia,2104,663,627,512,302
1996,Mar.,Vietnam,0,0,0,0,0
1996,Mar.,Poland,0,0,0,0,0
1996,Mar.,Austria,855,385,387,83,0
1996,Mar.,Sweden,1545,491,918,136,0
1996,Mar.,China,21066,1945,4720,12003,2398
1996,Mar.,Stateless,198,57,48,20,73
1996,Mar.,Indonesia,2836,728,824,693,591
1996,Mar.,Europe Total,43345,18023,20366,4608,348
1996,Mar.,Europe Unclassified,2076,868,669,495,44
1996,Mar.,Africa Total,990,164,498,309,19
1996,Mar.,U.S.A.,51507,24431,21848,5226,2
1996,Mar.,Netherland,2024,706,1175,143,0
1996,Mar.,Spain,1176,455,619,102,0
1996,Mar.,North America Unclassified,353,166,100,0,0
1996,Mar.,Ireland,733,355,269,109,0
1996,Mar.,Norway,584,208,336,40,0
1996,Mar.,Canada,7567,4673,1852,1041,1
1996,Mar.,Australia,8205,3065,1903,1045,2192
1996,Mar.,Oceania Unclassified,156,56,36,52,12
1996,Mar.,Mexico,818,488,222,108,0
1996,Mar.,Hong Kong,13013,9900,2232,477,404
1996,Mar.,Thailand,5454,2081,2092,896,385
1996,Mar.,Italy,2178,788,1247,143,0
1996,Mar.,Korea,74250,35576,28047,9436,1191
1996,Apr.,Oceania Total,9563,4154,2418,1520,1471
1996,Apr.,Malaysia,4744,3254,1348,141,1
1996,Apr.,Finland,577,214,311,52,0
1996,Apr.,France,5388,2488,2244,656,0
1996,Apr.,Belgium,788,308,412,68,0
1996,Apr.,Swiss,1644,765,750,129,0
1996,Apr.,Denmark,854,323,467,64,0
1996,Apr.,Portugal,0,0,0,0,0
1996,Apr.,North America Total,60792,31098,21998,7693,3
1996,Apr.,Singapore,4820,2239,1741,838,2
1996,Apr.,India,2005,540,1016,389,60
1996,Apr.,Taiwan,64554,56436,5268,2850,0
1996,Apr.,New Zealand,2373,1242,781,350,0
1996,Apr.,Brazil,4967,4321,232,357,57
1996,Apr.,South America Unclassified,1363,846,239,261,17
1996,Apr.,South America Total,6330,5167,471,618,74
1996,Apr.,Philippines,5819,2082,1010,2140,587
1996,Apr.,Asia Total,209786,128832,50035,25580,5339
1996,Apr.,United Kingdom,13114,6005,5483,1626,0
1996,Apr.,Germany,6442,2745,3049,648,0
1996,Apr.,Russia,2080,716,664,458,242
1996,Apr.,Vietnam,0,0,0,0,0
1996,Apr.,Poland,0,0,0,0,0
1996,Apr.,Austria,793,380,319,94,0
1996,Apr.,Sweden,1546,539,861,146,0
1996,Apr.,China,18047,2179,5069,8361,2438
1996,Apr.,Stateless,209,91,45,19,54
1996,Apr.,Indonesia,3302,1141,836,874,451
1996,Apr.,Europe Total,41667,17853,18378,5160,276
1996,Apr.,Europe Unclassified,2021,939,517,531,34
1996,Apr.,Africa Total,956,224,415,307,10
1996,Apr.,U.S.A.,52141,25721,20073,6347,0
1996,Apr.,Netherland,1811,695,993,123,0
1996,Apr.,Spain,1065,362,569,134,0
1996,Apr.,North America Unclassified,319,145,82,0,0
1996,Apr.,Ireland,727,320,264,143,0
1996,Apr.,Norway,543,209,290,44,0
1996,Apr.,Canada,7698,4832,1698,1168,0
1996,Apr.,Australia,6929,2796,1596,1081,1456
1996,Apr.,Oceania Unclassified,261,116,41,89,15
1996,Apr.,Mexico,634,400,145,89,0
1996,Apr.,Hong Kong,14908,12083,2057,368,400
1996,Apr.,Thailand,8976,5617,1937,725,697
1996,Apr.,Italy,2274,845,1185,244,0
1996,Apr.,Korea,78579,41980,28338,7730,531
1996,May.,Oceania Total,9693,3328,3031,1051,2283
1996,May.,Malaysia,4958,3083,1743,131,1
1996,May.,Finland,670,220,401,49,0
1996,May.,France,4767,1572,2447,748,0
1996,May.,Belgium,697,257,380,60,0
1996,May.,Swiss,1429,550,801,78,0
1996,May.,Denmark,778,271,444,63,0
1996,May.,Portugal,0,0,0,0,0
1996,May.,North America Total,60412,30663,23456,6287,6
1996,May.,Singapore,5064,2492,2012,552,8
1996,May.,India,2639,653,1412,458,116
1996,May.,Taiwan,62251,54288,6101,1861,1
1996,May.,New Zealand,2197,1030,956,211,0
1996,May.,Brazil,4114,3585,275,204,50
1996,May.,South America Unclassified,1518,950,295,259,14
1996,May.,South America Total,5632,4535,570,463,64
1996,May.,Philippines,6768,2037,1336,2354,1041
1996,May.,Asia Total,209406,122923,55853,24345,6285
1996,May.,United Kingdom,11723,4384,6155,1181,3
1996,May.,Germany,6909,2402,3633,874,0
1996,May.,Russia,2104,648,637,618,201
1996,May.,Vietnam,0,0,0,0,0
1996,May.,Poland,0,0,0,0,0
1996,May.,Austria,811,350,354,107,0
1996,May.,Sweden,1348,363,893,92,0
1996,May.,China,20713,2181,5924,9670,2938
1996,May.,Stateless,222,71,51,23,77
1996,May.,Indonesia,3429,1007,1037,915,470
1996,May.,Europe Total,39687,13797,20441,5219,230
1996,May.,Europe Unclassified,2177,710,817,624,26
1996,May.,Africa Total,1104,198,494,394,18
1996,May.,U.S.A.,51872,25643,21258,4969,2
1996,May.,Netherland,1665,577,974,114,0
1996,May.,Spain,1031,363,558,110,0
1996,May.,North America Unclassified,485,199,123,0,0
1996,May.,Ireland,681,236,276,169,0
1996,May.,Norway,486,150,309,27,0
1996,May.,Canada,7400,4457,1885,1058,0
1996,May.,Australia,7285,2226,2032,758,2269
1996,May.,Oceania Unclassified,211,72,43,82,14
1996,May.,Mexico,655,364,190,101,0
1996,May.,Hong Kong,11626,8475,2416,253,482
1996,May.,Thailand,5872,2405,2248,727,492
1996,May.,Italy,2411,744,1362,305,0
1996,May.,Korea,81678,45169,29690,6278,541
1996,Jun.,Oceania Total,10391,3959,2708,826,2898
1996,Jun.,Malaysia,5623,4087,1435,101,0
1996,Jun.,Finland,515,225,261,29,0
1996,Jun.,France,4644,1567,2654,423,0
1996,Jun.,Belgium,640,185,414,41,0
1996,Jun.,Swiss,1205,407,732,66,0
1996,Jun.,Denmark,645,256,354,35,0
1996,Jun.,Portugal,0,0,0,0,0
1996,Jun.,North America Total,59248,31918,22509,4810,11
1996,Jun.,Singapore,4391,2190,1874,320,7
1996,Jun.,India,2460,601,1324,377,158
1996,Jun.,Taiwan,63835,57163,5508,1164,0
1996,Jun.,New Zealand,2086,1154,766,166,0
1996,Jun.,Brazil,4203,3682,252,196,73
1996,Jun.,South America Unclassified,1326,774,262,261,29
1996,Jun.,South America Total,5529,4456,514,457,102
1996,Jun.,Philippines,5703,1661,1166,2176,700
1996,Jun.,Asia Total,205507,126129,52821,17738,8819
1996,Jun.,United Kingdom,10617,3910,5686,1021,0
1996,Jun.,Germany,5080,1680,3070,330,0
1996,Jun.,Russia,2353,1209,429,535,180
1996,Jun.,Vietnam,0,0,0,0,0
1996,Jun.,Poland,0,0,0,0,0
1996,Jun.,Austria,657,262,322,73,0
1996,Jun.,Sweden,1234,460,708,66,0
1996,Jun.,China,18703,2289,6115,6485,3814
1996,Jun.,Stateless,261,101,59,7,94
1996,Jun.,Indonesia,5168,2133,872,671,1492
1996,Jun.,Europe Total,34767,12888,18236,3411,232
1996,Jun.,Europe Unclassified,1663,712,526,375,50
1996,Jun.,Africa Total,996,247,416,318,15
1996,Jun.,U.S.A.,52069,27618,20589,3855,7
1996,Jun.,Netherland,1400,444,887,69,0
1996,Jun.,Spain,1116,496,541,79,0
1996,Jun.,North America Unclassified,333,133,99,0,0
1996,Jun.,Ireland,606,281,226,99,0
1996,Jun.,Norway,435,156,257,22,0
1996,Jun.,Canada,6006,3617,1612,774,3
1996,Jun.,Australia,8018,2701,1867,579,2871
1996,Jun.,Oceania Unclassified,287,104,75,81,27
1996,Jun.,Mexico,840,550,209,81,0
1996,Jun.,Hong Kong,17407,14037,2329,271,770
1996,Jun.,Thailand,4313,1378,2005,524,406
1996,Jun.,Italy,1957,638,1169,148,2
1996,Jun.,Korea,73941,39452,28481,4749,1259
1996,Jul.,Oceania Total,10365,4281,2577,1177,2330
1996,Jul.,Malaysia,2851,1308,1445,97,1
1996,Jul.,Finland,642,401,190,51,0
1996,Jul.,France,5143,2635,2020,488,0
1996,Jul.,Belgium,888,529,309,50,0
1996,Jul.,Swiss,1441,753,624,64,0
1996,Jul.,Denmark,720,409,255,56,0
1996,Jul.,Portugal,0,0,0,0,0
1996,Jul.,North America Total,61033,33787,19889,7351,6
1996,Jul.,Singapore,3609,1475,1819,312,3
1996,Jul.,India,2401,487,1368,381,165
1996,Jul.,Taiwan,88230,81947,5100,1183,0
1996,Jul.,New Zealand,2325,1295,721,309,0
1996,Jul.,Brazil,5477,4821,249,378,29
1996,Jul.,South America Unclassified,1316,878,185,233,20
1996,Jul.,South America Total,6793,5699,434,611,49
1996,Jul.,Philippines,5613,1597,1064,2241,711
1996,Jul.,Asia Total,256734,176659,49537,18512,12026
1996,Jul.,United Kingdom,12407,5812,5018,1577,0
1996,Jul.,Germany,6159,2864,2848,447,0
1996,Jul.,Russia,3199,1717,512,809,161
1996,Jul.,Vietnam,0,0,0,0,0
1996,Jul.,Poland,0,0,0,0,0
1996,Jul.,Austria,740,411,226,103,0
1996,Jul.,Sweden,1141,525,526,90,0
1996,Jul.,China,18793,2956,5277,7281,3279
1996,Jul.,Stateless,238,88,57,12,81
1996,Jul.,Indonesia,5016,1524,912,943,1637
1996,Jul.,Europe Total,40629,19916,15734,4766,213
1996,Jul.,Europe Unclassified,2153,1234,432,435,52
1996,Jul.,Africa Total,1278,515,420,324,19
1996,Jul.,U.S.A.,51786,27646,18298,5839,3
1996,Jul.,Netherland,1522,670,687,165,0
1996,Jul.,Spain,991,489,437,65,0
1996,Jul.,North America Unclassified,560,230,99,0,0
1996,Jul.,Ireland,645,288,208,149,0
1996,Jul.,Norway,463,235,203,25,0
1996,Jul.,Canada,7656,5174,1321,1161,0
1996,Jul.,Australia,7686,2777,1775,823,2311
1996,Jul.,Oceania Unclassified,354,209,81,45,19
1996,Jul.,Mexico,1031,737,171,123,0
1996,Jul.,Hong Kong,22185,19132,2118,254,681
1996,Jul.,Thailand,4800,1659,2097,570,474
1996,Jul.,Italy,2375,944,1239,192,0
1996,Jul.,Korea,98646,62764,26773,4317,4792
1996,Aug.,Oceania Total,8240,2968,1928,1920,1424
1996,Aug.,Malaysia,2413,1166,994,253,0
1996,Aug.,Finland,463,169,201,93,0
1996,Aug.,France,4466,2217,1356,893,0
1996,Aug.,Belgium,577,231,225,121,0
1996,Aug.,Swiss,1144,449,511,184,0
1996,Aug.,Denmark,746,291,336,119,0
1996,Aug.,Portugal,0,0,0,0,0
1996,Aug.,North America Total,52261,24870,15977,11411,3
1996,Aug.,Singapore,3349,1274,1423,642,10
1996,Aug.,India,2103,399,1007,587,110
1996,Aug.,Taiwan,67624,59920,4182,3522,0
1996,Aug.,New Zealand,1833,815,609,409,0
1996,Aug.,Brazil,4315,3601,244,399,71
1996,Aug.,South America Unclassified,1221,676,187,302,56
1996,Aug.,South America Total,5536,4277,431,701,127
1996,Aug.,Philippines,5673,1317,863,2978,515
1996,Aug.,Asia Total,241452,158031,37479,34795,11147
1996,Aug.,United Kingdom,10761,5082,3484,2195,0
1996,Aug.,Germany,5363,2249,2241,873,0
1996,Aug.,Russia,2958,1668,400,669,221
1996,Aug.,Vietnam,0,0,0,0,0
1996,Aug.,Poland,0,0,0,0,0
1996,Aug.,Austria,580,310,189,81,0
1996,Aug.,Sweden,1205,366,575,264,0
1996,Aug.,China,21988,2881,3822,12597,2688
1996,Aug.,Stateless,318,168,38,32,80
1996,Aug.,Indonesia,2912,984,750,857,321
1996,Aug.,Europe Total,35976,16853,11836,7013,274
1996,Aug.,Europe Unclassified,2139,1322,303,461,53
1996,Aug.,Africa Total,1237,371,308,530,28
1996,Aug.,U.S.A.,44269,20288,14698,9283,0
1996,Aug.,Netherland,1263,497,550,216,0
1996,Aug.,Spain,1153,638,408,107,0
1996,Aug.,North America Unclassified,438,204,55,0,0
1996,Aug.,Ireland,601,262,143,196,0
1996,Aug.,Norway,479,149,208,122,0
1996,Aug.,Canada,6969,3999,1126,1843,1
1996,Aug.,Australia,6208,2090,1290,1411,1417
1996,Aug.,Oceania Unclassified,199,63,29,100,7
1996,Aug.,Mexico,585,379,98,108,0
1996,Aug.,Hong Kong,19618,16888,1624,440,666
1996,Aug.,Thailand,4039,1236,1699,734,370
1996,Aug.,Italy,2078,953,706,419,0
1996,Aug.,Korea,107339,70499,19856,10744,6240
1996,Sep.,Oceania Total,12767,6067,3235,1294,2171
1996,Sep.,Malaysia,3261,1482,1608,169,2
1996,Sep.,Finland,696,186,342,168,0
1996,Sep.,France,4718,1591,2274,853,0
1996,Sep.,Belgium,734,246,413,75,0
1996,Sep.,Swiss,1514,588,814,112,0
1996,Sep.,Denmark,839,281,475,83,0
1996,Sep.,Portugal,0,0,0,0,0
1996,Sep.,North America Total,56547,25608,23843,7085,11
1996,Sep.,Singapore,3977,1230,1947,796,4
1996,Sep.,India,2836,522,1610,570,134
1996,Sep.,Taiwan,57546,48245,5629,3672,0
1996,Sep.,New Zealand,2532,1376,928,228,0
1996,Sep.,Brazil,4386,3808,301,235,42
1996,Sep.,South America Unclassified,1541,942,258,309,32
1996,Sep.,South America Total,5927,4750,559,544,74
1996,Sep.,Philippines,6124,1485,1294,2966,379
1996,Sep.,Asia Total,195179,106997,51535,31048,5599
1996,Sep.,United Kingdom,11229,3725,5824,1679,1
1996,Sep.,Germany,6411,2433,3301,677,0
1996,Sep.,Russia,2213,1035,453,574,151
1996,Sep.,Vietnam,0,0,0,0,0
1996,Sep.,Poland,0,0,0,0,0
1996,Sep.,Austria,785,288,288,209,0
1996,Sep.,Sweden,1435,383,925,127,0
1996,Sep.,China,23480,3111,5837,11189,3343
1996,Sep.,Stateless,188,60,67,17,44
1996,Sep.,Indonesia,3600,1127,1091,1006,376
1996,Sep.,Europe Total,39843,13919,19369,6372,183
1996,Sep.,Europe Unclassified,2162,772,754,606,30
1996,Sep.,Africa Total,1430,274,495,645,16
1996,Sep.,U.S.A.,48859,21625,21740,5489,5
1996,Sep.,Netherland,1973,629,1078,266,0
1996,Sep.,Spain,1293,524,631,138,0
1996,Sep.,North America Unclassified,475,210,131,0,0
1996,Sep.,Ireland,658,270,236,151,1
1996,Sep.,Norway,564,216,302,46,0
1996,Sep.,Canada,6464,3342,1778,1344,0
1996,Sep.,Australia,9969,4628,2223,971,2147
1996,Sep.,Oceania Unclassified,266,63,84,95,24
1996,Sep.,Mexico,749,431,194,124,0
1996,Sep.,Hong Kong,10712,7336,2541,447,388
1996,Sep.,Thailand,5171,1514,2437,962,258
1996,Sep.,Italy,2619,752,1259,608,0
1996,Sep.,Korea,73200,39335,25569,7753,543
1996,Oct.,Oceania Total,9858,3841,3275,1231,1511
1996,Oct.,Malaysia,4027,2037,1881,108,1
1996,Oct.,Finland,857,314,490,53,0
1996,Oct.,France,6191,2377,3196,618,0
1996,Oct.,Belgium,1140,443,597,100,0
1996,Oct.,Swiss,1979,835,1033,111,0
1996,Oct.,Denmark,1060,414,582,64,0
1996,Oct.,Portugal,0,0,0,0,0
1996,Oct.,North America Total,69983,37220,27360,5400,3
1996,Oct.,Singapore,4448,1538,2470,429,11
1996,Oct.,India,2638,591,1469,502,76
1996,Oct.,Taiwan,72306,64067,6541,1698,0
1996,Oct.,New Zealand,1951,817,954,180,0
1996,Oct.,Brazil,2951,2244,453,198,56
1996,Oct.,South America Unclassified,1677,983,437,230,27
1996,Oct.,South America Total,4628,3227,890,428,83
1996,Oct.,Philippines,6422,1496,1419,2995,512
1996,Oct.,Asia Total,229391,134804,62312,26291,5984
1996,Oct.,United Kingdom,13362,4900,7027,1435,0
1996,Oct.,Germany,9034,3775,4532,727,0
1996,Oct.,Russia,3277,1297,761,1022,197
1996,Oct.,Vietnam,0,0,0,0,0
1996,Oct.,Poland,0,0,0,0,0
1996,Oct.,Austria,1126,389,412,325,0
1996,Oct.,Sweden,1992,663,1141,188,0
1996,Oct.,China,23560,3391,6597,10047,3525
1996,Oct.,Stateless,229,73,93,27,36
1996,Oct.,Indonesia,4313,1424,1609,1045,235
1996,Oct.,Europe Total,51264,19774,25080,6188,222
1996,Oct.,Europe Unclassified,3057,1156,1046,830,25
1996,Oct.,Africa Total,1488,328,608,539,13
1996,Oct.,U.S.A.,60331,31443,24639,4248,1
1996,Oct.,Netherland,2157,769,1259,129,0
1996,Oct.,Spain,1326,709,520,97,0
1996,Oct.,North America Unclassified,471,240,121,0,0
1996,Oct.,Ireland,693,271,290,132,0
1996,Oct.,Norway,786,217,519,50,0
1996,Oct.,Canada,8319,5007,2376,935,1
1996,Oct.,Australia,7602,2956,2177,971,1498
1996,Oct.,Oceania Unclassified,305,68,144,80,13
1996,Oct.,Mexico,862,530,224,107,1
1996,Oct.,Hong Kong,11221,7798,2623,397,403
1996,Oct.,Thailand,8664,4546,2778,795,545
1996,Oct.,Italy,3227,1245,1675,307,0
1996,Oct.,Korea,86693,46401,32726,7044,522
1996,Nov.,Oceania Total,9583,3557,3240,968,1818
1996,Nov.,Malaysia,6558,4694,1802,62,0
1996,Nov.,Finland,932,375,519,38,0
1996,Nov.,France,5450,1752,3260,438,0
1996,Nov.,Belgium,954,312,568,74,0
1996,Nov.,Swiss,1665,541,1046,78,0
1996,Nov.,Denmark,1023,347,625,51,0
1996,Nov.,Portugal,0,0,0,0,0
1996,Nov.,North America Total,57619,26558,25876,5180,5
1996,Nov.,Singapore,4783,2288,2205,289,1
1996,Nov.,India,2563,502,1398,497,166
1996,Nov.,Taiwan,54077,46691,6087,1299,0
1996,Nov.,New Zealand,1974,877,862,235,0
1996,Nov.,Brazil,2096,1459,404,169,64
1996,Nov.,South America Unclassified,1765,1104,416,227,18
1996,Nov.,South America Total,3861,2563,820,396,82
1996,Nov.,Philippines,5964,1242,1180,2880,662
1996,Nov.,Asia Total,196937,112083,58288,20253,6313
1996,Nov.,United Kingdom,12501,4278,7148,1075,0
1996,Nov.,Germany,7852,2463,4620,769,0
1996,Nov.,Russia,2676,796,761,731,388
1996,Nov.,Vietnam,0,0,0,0,0
1996,Nov.,Poland,0,0,0,0,0
1996,Nov.,Austria,1101,496,412,193,0
1996,Nov.,Sweden,1970,591,1290,89,0
1996,Nov.,China,21915,3234,6928,7990,3763
1996,Nov.,Stateless,197,79,68,17,33
1996,Nov.,Indonesia,3255,948,1287,797,223
1996,Nov.,Europe Total,47143,16195,25691,4814,443
1996,Nov.,Europe Unclassified,2613,975,931,652,55
1996,Nov.,Africa Total,1211,356,544,295,16
1996,Nov.,U.S.A.,49792,22210,23325,4254,3
1996,Nov.,Netherland,2059,628,1329,102,0
1996,Nov.,Spain,897,401,438,58,0
1996,Nov.,North America Unclassified,333,164,96,0,0
1996,Nov.,Ireland,724,277,355,92,0
1996,Nov.,Norway,881,243,521,117,0
1996,Nov.,Canada,6839,3811,2233,794,1
1996,Nov.,Australia,7473,2623,2346,692,1812
1996,Nov.,Oceania Unclassified,136,57,32,41,6
1996,Nov.,Mexico,655,373,222,60,0
1996,Nov.,Hong Kong,10270,7059,2678,225,308
1996,Nov.,Thailand,5097,1746,2475,494,382
1996,Nov.,Italy,3845,1720,1868,257,0
1996,Nov.,Korea,78372,42493,30292,4900,687
1996,Dec.,Oceania Total,9262,4557,1707,907,2091
1996,Dec.,Malaysia,7258,6080,1084,94,0
1996,Dec.,Finland,690,398,234,58,0
1996,Dec.,France,4071,1751,1871,449,0
1996,Dec.,Belgium,522,204,288,30,0
1996,Dec.,Swiss,1192,620,518,54,0
1996,Dec.,Denmark,599,288,278,33,0
1996,Dec.,Portugal,0,0,0,0,0
1996,Dec.,North America Total,49950,26515,18271,5151,13
1996,Dec.,Singapore,5449,3910,1237,290,12
1996,Dec.,India,1953,343,999,400,211
1996,Dec.,Taiwan,40947,34488,5298,1161,0
1996,Dec.,New Zealand,1869,1175,464,230,0
1996,Dec.,Brazil,2575,2277,125,115,58
1996,Dec.,South America Unclassified,978,699,136,112,31
1996,Dec.,South America Total,3553,2976,261,227,89
1996,Dec.,Philippines,5936,1270,700,3560,406
1996,Dec.,Asia Total,181202,112023,43630,17640,7909
1996,Dec.,United Kingdom,9463,4717,3843,901,2
1996,Dec.,Germany,4881,2126,2407,348,0
1996,Dec.,Russia,2238,818,452,515,453
1996,Dec.,Vietnam,0,0,0,0,0
1996,Dec.,Poland,0,0,0,0,0
1996,Dec.,Austria,585,251,207,127,0
1996,Dec.,Sweden,1485,783,593,109,0
1996,Dec.,China,16879,2186,4999,5816,3878
1996,Dec.,Stateless,329,162,90,8,69
1996,Dec.,Indonesia,3796,1574,643,447,1132
1996,Dec.,Europe Total,32097,14947,13375,3247,528
1996,Dec.,Europe Unclassified,1670,767,519,311,73
1996,Dec.,Africa Total,744,225,269,225,25
1996,Dec.,U.S.A.,42769,21578,16848,4333,10
1996,Dec.,Netherland,1307,506,724,77,0
1996,Dec.,Spain,560,365,143,52,0
1996,Dec.,North America Unclassified,235,115,56,0,0
1996,Dec.,Ireland,590,340,179,71,0
1996,Dec.,Norway,456,245,191,20,0
1996,Dec.,Canada,6412,4437,1263,710,2
1996,Dec.,Australia,7254,3323,1200,651,2080
1996,Dec.,Oceania Unclassified,139,59,43,26,11
1996,Dec.,Mexico,534,385,104,45,0
1996,Dec.,Hong Kong,13118,10730,1674,177,537
1996,Dec.,Thailand,4002,2095,1167,346,394
1996,Dec.,Italy,1788,768,928,92,0
1996,Dec.,Korea,78394,48171,24634,4489,1100
1997,Jan.,Oceania Total,9476,3296,2026,2652,1502
1997,Jan.,Malaysia,2634,1102,1351,181,0
1997,Jan.,Finland,611,262,278,71,0
1997,Jan.,France,4295,1254,2085,956,0
1997,Jan.,Belgium,612,144,360,108,0
1997,Jan.,Swiss,1153,409,592,152,0
1997,Jan.,Denmark,712,237,362,113,0
1997,Jan.,Portugal,0,0,0,0,0
1997,Jan.,North America Total,56332,20324,22454,13537,17
1997,Jan.,Singapore,2965,980,1323,653,9
1997,Jan.,India,2501,261,1369,725,146
1997,Jan.,Taiwan,37456,28869,5412,3175,0
1997,Jan.,New Zealand,1886,793,484,609,0
1997,Jan.,Brazil,2418,1730,203,394,91
1997,Jan.,South America Unclassified,1554,962,153,415,24
1997,Jan.,South America Total,3972,2692,356,809,115
1997,Jan.,Philippines,5709,860,929,3379,541
